player_name,team_name,position_clean,base_salary,guaranteed_comp,player_key_merge,team_key
Markus Anderson,Philadelphia Union,Center Forward,120000.0,122000.0,markus anderson,philadelphia union
Mikael Uhre,Philadelphia Union,Center Forward,2000000.0,2240000.0,mikael uhre,philadelphia union
Milan Iloski,Philadelphia Union,Center Forward,500000.0,552569.0,milan iloski,philadelphia union
Nathan Harriel,Philadelphia Union,Right-back,290000.0,312800.0,nathan harriel,philadelphia union
Neil Pierre,Philadelphia Union,Center-back,80622.0,97020.0,neil pierre,philadelphia union
Nick Pariano,Philadelphia Union,Defensive Midfield,80622.0,85815.0,nick pariano,philadelphia union
Oliver Semmle,Philadelphia Union,Goalkeeper,150000.0,166324.0,oliver semmle,philadelphia union
Olivier Mbaizo,Philadelphia Union,Right-back,430000.0,472875.0,olivier mbaizo,philadelphia union
Olwethu Makhanya,Philadelphia Union,Center-back,250000.0,288875.0,olwethu makhanya,philadelphia union
Quinn Sullivan,Philadelphia Union,Central Midfield,450000.0,518000.0,quinn sullivan,philadelphia union
Sal Olivas,Philadelphia Union,Center Forward,80622.0,104702.0,sal olivas,philadelphia union
Tai Baribo,Philadelphia Union,Center Forward,700000.0,810000.0,tai baribo,philadelphia union
Antony Alves Santos,Portland Timbers,Left Wing,490000.0,555342.0,antony alves santos,portland timbers
Ariel Lassiter,Portland Timbers,Left Wing,315000.0,348000.0,ariel lassiter,portland timbers
Cristhian Paredes,Portland Timbers,Central Midfield,610000.0,714000.0,cristhian paredes,portland timbers
Dario Zuparic,Portland Timbers,Center-back,735000.0,907950.0,dario zuparic,portland timbers
David Ayala,Portland Timbers,Defensive Midfield,425000.0,477000.0,david ayala,portland timbers
David Da Costa,Portland Timbers,Attacking Midfield,2725000.0,3425000.0,david da costa,portland timbers
Diego Chara,Portland Timbers,Central Midfield,725000.0,725000.0,diego chara,portland timbers
Eric Miller,Portland Timbers,Right-back,104000.0,104000.0,eric miller,portland timbers
Felipe Carballo,Portland Timbers,Central Midfield,950000.0,988333.0,felipe carballo,portland timbers
Felipe Mora,Portland Timbers,Center Forward,1275000.0,1472750.0,felipe mora,portland timbers
Finn Surman,Portland Timbers,Center-back,200000.0,226983.0,finn surman,portland timbers
Gage Guerra,Portland Timbers,Center Forward,80622.0,80622.0,gage guerra,portland timbers
Hunter Sulte,Portland Timbers,Goalkeeper,135000.0,138042.0,hunter sulte,portland timbers
Ian Smith,Portland Timbers,Left-back,80622.0,80622.0,ian smith,portland timbers
James Pantemis,Portland Timbers,Goalkeeper,200000.0,220833.0,james pantemis,portland timbers
Jimer Fory,Portland Timbers,Left-back,335000.0,355000.0,jimer fory,portland timbers
Joao Ortiz,Portland Timbers,Defensive Midfield,475000.0,525625.0,joao ortiz,portland timbers
Jonathan Rodriguez,Portland Timbers,Center Forward,2775000.0,3627500.0,jonathan rodriguez,portland timbers
Juan Mosquera,Portland Timbers,Right-back,345000.0,411650.0,juan mosquera,portland timbers
Kamal Miller,Portland Timbers,Center-back,770004.0,795004.0,kamal miller,portland timbers
Kevin Kelsy,Portland Timbers,Center Forward,612000.0,752804.0,kevin kelsy,portland timbers
Matias Rojas,Portland Timbers,Attacking Midfield,559929.0,743262.0,matias rojas,portland timbers
Maxime Crepeau,Portland Timbers,Goalkeeper,585000.0,648333.0,maxime crepeau,portland timbers
Omir Fernandez,Portland Timbers,Right Wing,600000.0,661875.0,omir fernandez,portland timbers
Trey Muse,Portland Timbers,Goalkeeper,104000.0,104000.0,trey muse,portland timbers
Zac McGraw,Portland Timbers,Center-back,275000.0,321750.0,zac mcgraw,portland timbers
Aiden Hezarkhani,Real Salt Lake,Right Wing,80622.0,86980.0,aiden hezarkhani,real salt lake
Alexandros Katranis,Real Salt Lake,Left-back,425000.0,494875.0,alexandros katranis,real salt lake
Ariath Piol,Real Salt Lake,Center Forward,282000.0,336859.0,ariath piol,real salt lake
Braian Ojeda,Real Salt Lake,Central Midfield,650000.0,708653.0,braian ojeda,real salt lake
Brayan Vera,Real Salt Lake,Center-back,500004.0,557004.0,brayan vera,real salt lake
DeAndre Yedlin,Real Salt Lake,Right-back,900000.0,948750.0,deandre yedlin,real salt lake
Diego Luna,Real Salt Lake,Left Midfield,450000.0,499833.0,diego luna,real salt lake
Diogo Goncalves,Real Salt Lake,Left Wing,1650000.0,1797108.0,diogo goncalves,real salt lake
Emeka Eneli,Real Salt Lake,Defensive Midfield,375000.0,416000.0,emeka eneli,real salt lake
Forster Ajago,Real Salt Lake,Center Forward,80622.0,80622.0,forster ajago,real salt lake
Gio Villa,Real Salt Lake,Right-back,80622.0,83955.0,gio villa,real salt lake
Javain Brown,Real Salt Lake,Right-back,300000.0,313688.0,javain brown,real salt lake
Jesus Barea,Real Salt Lake,Center Forward,80622.0,82358.0,jesus barea,real salt lake
Johnny Russell,Real Salt Lake,Right Wing,300000.0,325500.0,johnny russell,real salt lake
Jude Wellings,Real Salt Lake,Central Midfield,140000.0,160000.0,jude wellings,real salt lake
Justen Glad,Real Salt Lake,Center-back,1150000.0,1330000.0,justen glad,real salt lake
Kevon Lambert,Real Salt Lake,Defensive Midfield,200000.0,218150.0,kevon lambert,real salt lake
Kobi Henry,Real Salt Lake,Center-back,104000.0,109982.0,kobi henry,real salt lake
Luca Moisa,Real Salt Lake,Central Midfield,104000.0,104000.0,luca moisa,real salt lake
Luis Rivera,Real Salt Lake,Left-back,160000.0,171100.0,luis rivera,real salt lake
Marcos Zambrano,Real Salt Lake,Center Forward,80622.0,102881.0,marcos zambrano,real salt lake
Mason Stajduhar,Real Salt Lake,Goalkeeper,154000.0,169650.0,mason stajduhar,real salt lake
Matthew Bell,Real Salt Lake,Left Wing,80622.0,81068.0,matthew bell,real salt lake
Max Kerkvliet,Real Salt Lake,Goalkeeper,80622.0,80622.0,max kerkvliet,real salt lake
Nelson Palacio,Real Salt Lake,Central Midfield,380000.0,423167.0,nelson palacio,real salt lake
Noel Caliskan,Real Salt Lake,Central Midfield,104000.0,104000.0,noel caliskan,real salt lake
Omar Marquez,Real Salt Lake,Right Wing,80622.0,96197.0,omar marquez,real salt lake
Owen Anderson,Real Salt Lake,Attacking Midfield,80622.0,86512.0,owen anderson,real salt lake
Pablo Ruiz,Real Salt Lake,Central Midfield,825000.0,911500.0,pablo ruiz,real salt lake
Philip Quinton,Real Salt Lake,Center-back,125000.0,125000.0,philip quinton,real salt lake
Rafael Cabral Barbosa,Real Salt Lake,Goalkeeper,450000.0,643750.0,rafael cabral barbosa,real salt lake
Rwan Philipe Rodrigues de Souza Cruz,Real Salt Lake,Center Forward,1700000.0,1858426.0,rwan philipe rodrigues de souza cruz,real salt lake
Tommy Silva,Real Salt Lake,Left-back,80622.0,86604.0,tommy silva,real salt lake
Tyler Wolff,Real Salt Lake,Right Wing,160000.0,160000.0,tyler wolff,real salt lake
Victor Olatunji,Real Salt Lake,Center Forward,600000.0,626500.0,victor olatunji,real salt lake
Willy Agada,Real Salt Lake,Center Forward,500000.0,546875.0,willy agada,real salt lake
Zac MacMath,Real Salt Lake,Goalkeeper,250000.0,250000.0,zac macmath,real salt lake
Zack Farnsworth,Real Salt Lake,Center-back,80622.0,80622.0,zack farnsworth,real salt lake
Zavier Gozo,Real Salt Lake,Right Wing,80622.0,93345.0,zavier gozo,real salt lake
Aiden Harangi,San Diego FC,Left-back,80622.0,80622.0,aiden harangi,san diego fc
Alejandro Alvarado,San Diego FC,Central Midfield,80622.0,88144.0,alejandro alvarado,san diego fc
Alex Mighten,San Diego FC,Left Wing,250000.0,257292.0,alex mighten,san diego fc
Anders Dreyer,San Diego FC,Right Wing,2117647.0,2434314.0,anders dreyer,san diego fc
Andres Reyes,San Diego FC,Center-back,732000.0,807000.0,andres reyes,san diego fc
Anibal Godoy,San Diego FC,Defensive Midfield,375000.0,408333.0,anibal godoy,san diego fc
Anisse Saidi,San Diego FC,Center Forward,80622.0,94512.0,anisse saidi,san diego fc
CJ dos Santos,San Diego FC,Goalkeeper,300000.0,340875.0,cj dos santos,san diego fc
Christopher McVey,San Diego FC,Center-back,445000.0,496813.0,christopher mcvey,san diego fc
Corey Baird,San Diego FC,Center Forward,676534.0,744241.0,corey baird,san diego fc
David Vazquez,San Diego FC,Right Midfield,104000.0,119880.0,david vazquez,san diego fc
Duran Ferree,San Diego FC,Goalkeeper,80622.0,80622.0,duran ferree,san diego fc
Emmanuel Boateng,San Diego FC,Left Midfield,300000.0,331500.0,emmanuel boateng,san diego fc
Franco Negri,San Diego FC,Left-back,270000.0,297500.0,franco negri,san diego fc
Heine Gikling Bruseth,San Diego FC,Central Midfield,200000.0,242471.0,heine gikling bruseth,san diego fc
Hirving Lozano,San Diego FC,Left Wing,6000000.0,7633333.0,hirving lozano,san diego fc
Ian Pilcher,San Diego FC,Center-back,80622.0,80622.0,ian pilcher,san diego fc
Jeppe Tverskov,San Diego FC,Defensive Midfield,700000.0,700000.0,jeppe tverskov,san diego fc
Leo Duru,San Diego FC,Right-back,80622.0,98234.0,leo duru,san diego fc
Luca Bombino,San Diego FC,Left-back,80622.0,80622.0,luca bombino,san diego fc
Luca de la Torre,San Diego FC,Central Midfield,1444528.0,1644295.0,luca de la torre,san diego fc
Manu Duah,San Diego FC,Defensive Midfield,80622.0,84622.0,manu duah,san diego fc
Marcus Ingvartsen,San Diego FC,Center Forward,1740000.0,1740000.0,marcus ingvartsen,san diego fc
Onni Valakari,San Diego FC,Attacking Midfield,650000.0,726800.0,onni valakari,san diego fc
Pablo Sisniega,San Diego FC,Goalkeeper,104000.0,130467.0,pablo sisniega,san diego fc
Paddy McNair,San Diego FC,Center-back,700000.0,762803.0,paddy mcnair,san diego fc
Pedro Soma,San Diego FC,Defensive Midfield,225000.0,275453.0,pedro soma,san diego fc
Tomas Angel,San Diego FC,Center Forward,325000.0,443750.0,tomas angel,san diego fc
Willy Kumado,San Diego FC,Right-back,104000.0,116435.0,willy kumado,san diego fc
Antonio Josenildo Rodrigues de Oliveira,San Jose Earthquakes,Center-back,700000.0,758000.0,antonio josenildo rodrigues de oliveira,san jose earthquakes
Beau Leroux,San Jose Earthquakes,Central Midfield,80622.0,82526.0,beau leroux,san jose earthquakes
Benji Kikanovic,San Jose Earthquakes,Left Wing,367000.0,403700.0,benji kikanovic,san jose earthquakes
Bruno Wilson,San Jose Earthquakes,Center-back,1100000.0,1218333.0,bruno wilson,san jose earthquakes
Chance Cowell,San Jose Earthquakes,Left Wing,104000.0,104000.0,chance cowell,san jose earthquakes
Cristian Arango,San Jose Earthquakes,Center Forward,2000000.0,2216667.0,cristian arango,san jose earthquakes
Cristian Espinoza,San Jose Earthquakes,Right Wing,1820000.0,2002000.0,cristian espinoza,san jose earthquakes
Cruz Medina,San Jose Earthquakes,Central Midfield,140000.0,158394.0,cruz medina,san jose earthquakes
Daniel Munie,San Jose Earthquakes,Center-back,104000.0,178000.0,daniel munie,san jose earthquakes
Daniel de Sousa Britto,San Jose Earthquakes,Goalkeeper,700000.0,742500.0,daniel de sousa britto,san jose earthquakes
Dave Romney,San Jose Earthquakes,Center-back,858500.0,938000.0,dave romney,san jose earthquakes
DeJuan Jones,San Jose Earthquakes,Left-back,840000.0,846250.0,dejuan jones,san jose earthquakes
Edwyn Mendoza,San Jose Earthquakes,Defensive Midfield,80622.0,93062.0,edwyn mendoza,san jose earthquakes
Francesco Montali,San Jose Earthquakes,Goalkeeper,104000.0,107178.0,francesco montali,san jose earthquakes
Hernan Lopez Munoz,San Jose Earthquakes,Attacking Midfield,850000.0,1020000.0,hernan lopez munoz,san jose earthquakes
Ian Harkes,San Jose Earthquakes,Central Midfield,450000.0,450000.0,ian harkes,san jose earthquakes
Jack Skahan,San Jose Earthquakes,Central Midfield,175000.0,175000.0,jack skahan,san jose earthquakes
Jamar Ricketts,San Jose Earthquakes,Left-back,80622.0,82209.0,jamar ricketts,san jose earthquakes
Josef Martinez,San Jose Earthquakes,Center Forward,1300000.0,1450000.0,josef martinez,san jose earthquakes
Kaedren Spivey,San Jose Earthquakes,Central Midfield,80622.0,83622.0,kaedren spivey,san jose earthquakes
Mark-Anthony Kaye,San Jose Earthquakes,Central Midfield,800000.0,800000.0,mark anthony kaye,san jose earthquakes
Max Floriani,San Jose Earthquakes,Center-back,80622.0,83122.0,max floriani,san jose earthquakes
Nick Fernandez,San Jose Earthquakes,Defensive Midfield,80622.0,82526.0,nick fernandez,san jose earthquakes
Nick Lima,San Jose Earthquakes,Right-back,375000.0,375000.0,nick lima,san jose earthquakes
Niko Tsakiris,San Jose Earthquakes,Central Midfield,165000.0,169167.0,niko tsakiris,san jose earthquakes
Noel Buck,San Jose Earthquakes,Central Midfield,115000.0,115000.0,noel buck,san jose earthquakes
Oscar Verhoeven,San Jose Earthquakes,Right-back,125000.0,138395.0,oscar verhoeven,san jose earthquakes
Ousseni Bouda,San Jose Earthquakes,Center Forward,150000.0,152500.0,ousseni bouda,san jose earthquakes
Paul Marie,San Jose Earthquakes,Right-back,325000.0,357500.0,paul marie,san jose earthquakes
Preston Judd,San Jose Earthquakes,Center Forward,185000.0,234375.0,preston judd,san jose earthquakes
Reid Roberts,San Jose Earthquakes,Center-back,80622.0,80622.0,reid roberts,san jose earthquakes
Ronaldo Vieira,San Jose Earthquakes,Central Midfield,620000.0,673854.0,ronaldo vieira,san jose earthquakes
Vitor Costa,San Jose Earthquakes,Left-back,375000.0,413333.0,vitor costa,san jose earthquakes
Wilson Eisner,San Jose Earthquakes,Right-back,80622.0,80622.0,wilson eisner,san jose earthquakes
Albert Rusnak,Seattle Sounders FC,Attacking Midfield,2575000.0,2575000.0,albert rusnak,seattle sounders fc
Alex Roldan,Seattle Sounders FC,Right-back,530000.0,530000.0,alex roldan,seattle sounders fc
Andrew Thomas,Seattle Sounders FC,Goalkeeper,200000.0,200000.0,andrew thomas,seattle sounders fc
Cody Baker,Seattle Sounders FC,Right-back,104000.0,109704.0,cody baker,seattle sounders fc
Cristian Roldan,Seattle Sounders FC,Central Midfield,1545000.0,1666000.0,cristian roldan,seattle sounders fc
Danny Leyva,Seattle Sounders FC,Defensive Midfield,325000.0,349900.0,danny leyva,seattle sounders fc
Danny Musovski,Seattle Sounders FC,Center Forward,555000.0,585303.0,danny musovski,seattle sounders fc
Georgi Minoungou,Seattle Sounders FC,Right Wing,104000.0,104000.0,georgi minoungou,seattle sounders fc
Jackson Ragen,Seattle Sounders FC,Center-back,600000.0,610000.0,jackson ragen,seattle sounders fc
Jacob Castro,Seattle Sounders FC,Goalkeeper,104000.0,104000.0,jacob castro,seattle sounders fc
Jesus Ferreira,Seattle Sounders FC,Center Forward,1585227.0,1828960.0,jesus ferreira,seattle sounders fc
Joao Paulo Mior,Seattle Sounders FC,Central Midfield,600000.0,625000.0,joao paulo mior,seattle sounders fc
Jon Bell,Seattle Sounders FC,Center-back,135000.0,135000.0,jon bell,seattle sounders fc
Jordan Morris,Seattle Sounders FC,Center Forward,2250000.0,2260000.0,jordan morris,seattle sounders fc
Kalani Kossa-Rienzi,Seattle Sounders FC,Right-back,80622.0,80622.0,kalani kossa rienzi,seattle sounders fc
Kee-hee Kim,Seattle Sounders FC,Center-back,104000.0,104000.0,kee hee kim,seattle sounders fc
Leo Burney,Seattle Sounders FC,Center-back,80622.0,80622.0,leo burney,seattle sounders fc
Nouhou Tolo,Seattle Sounders FC,Left-back,550000.0,571875.0,nouhou tolo,seattle sounders fc
Obed Vargas,Seattle Sounders FC,Central Midfield,125000.0,134452.0,obed vargas,seattle sounders fc
Osaze De Rosario,Seattle Sounders FC,Center Forward,80622.0,80622.0,osaze de rosario,seattle sounders fc
Paul Arriola,Seattle Sounders FC,Right Wing,1000000.0,1142500.0,paul arriola,seattle sounders fc
Paul Rothrock,Seattle Sounders FC,Left Wing,104000.0,104000.0,paul rothrock,seattle sounders fc
Pedro de la Vega,Seattle Sounders FC,Right Wing,1000000.0,1379000.0,pedro de la vega,seattle sounders fc
Reed Baker-Whiting,Seattle Sounders FC,Left-back,150000.0,158000.0,reed baker whiting,seattle sounders fc
Ryan Kent,Seattle Sounders FC,Left Wing,936000.0,959500.0,ryan kent,seattle sounders fc
Snyder Brunell,Seattle Sounders FC,Defensive Midfield,80622.0,90648.0,snyder brunell,seattle sounders fc
Stefan Frei,Seattle Sounders FC,Goalkeeper,600000.0,600000.0,stefan frei,seattle sounders fc
Stuart Hawkins,Seattle Sounders FC,Center-back,104000.0,116021.0,stuart hawkins,seattle sounders fc
Yeimar Gomez Andrade,Seattle Sounders FC,Center-back,800000.0,882500.0,yeimar gomez andrade,seattle sounders fc
Alan Montes,Sporting Kansas City,Center-back,400000.0,422500.0,alan montes,sporting kansas city
Andrew Brody,Sporting Kansas City,Right-back,275000.0,300678.0,andrew brody,sporting kansas city
Daniel Salloi,Sporting Kansas City,Left Wing,1300000.0,1300000.0,daniel salloi,sporting kansas city
Dejan Joveljic,Sporting Kansas City,Center Forward,3000000.0,3306250.0,dejan joveljic,sporting kansas city
Erik Thommy,Sporting Kansas City,Attacking Midfield,1500000.0,1606250.0,erik thommy,sporting kansas city
Ian James,Sporting Kansas City,Right-back,80622.0,85220.0,ian james,sporting kansas city
Jack Kortkamp,Sporting Kansas City,Goalkeeper,80622.0,82622.0,jack kortkamp,sporting kansas city
Jacob Bartlett,Sporting Kansas City,Defensive Midfield,80622.0,83622.0,jacob bartlett,sporting kansas city
Jake Davis,Sporting Kansas City,Right-back,400000.0,412500.0,jake davis,sporting kansas city
Jansen Miller,Sporting Kansas City,Center-back,80622.0,82302.0,jansen miller,sporting kansas city
Joaquin Fernandez,Sporting Kansas City,Center-back,1000000.0,1072083.0,joaquin fernandez,sporting kansas city
John Pulskamp,Sporting Kansas City,Goalkeeper,250000.0,273500.0,john pulskamp,sporting kansas city
Khiry Shelton,Sporting Kansas City,Center Forward,725000.0,775000.0,khiry shelton,sporting kansas city
Logan Ndenbe,Sporting Kansas City,Left-back,525000.0,530000.0,logan ndenbe,sporting kansas city
Manu Garcia,Sporting Kansas City,Attacking Midfield,2100000.0,2325313.0,manu garcia,sporting kansas city
Mason Toye,Sporting Kansas City,Center Forward,350000.0,392500.0,mason toye,sporting kansas city
Memo Rodriguez,Sporting Kansas City,Attacking Midfield,104000.0,114966.0,memo rodriguez,sporting kansas city
Nemanja Radoja,Sporting Kansas City,Defensive Midfield,1300000.0,1390000.0,nemanja radoja,sporting kansas city
Robert Voloder,Sporting Kansas City,Center-back,550000.0,577860.0,robert voloder,sporting kansas city
Ryan Schewe,Sporting Kansas City,Goalkeeper,80622.0,80622.0,ryan schewe,sporting kansas city
Santiago Munoz,Sporting Kansas City,Center Forward,300000.0,335026.0,santiago munoz,sporting kansas city
Shapi Suleymanov,Sporting Kansas City,Right Wing,800000.0,915028.0,shapi suleymanov,sporting kansas city
Stephen Afrifa,Sporting Kansas City,Left Wing,104000.0,104000.0,stephen afrifa,sporting kansas city
Tim Leibold,Sporting Kansas City,Left-back,925000.0,926050.0,tim leibold,sporting kansas city
Zorhan Bassong,Sporting Kansas City,Central Midfield,104000.0,114237.0,zorhan bassong,sporting kansas city
Akil Watts,St. Louis City SC,Right-back,104000.0,104000.0,akil watts,st louis city sc
Alfredo Morales,St. Louis City SC,Central Midfield,188571.0,205571.0,alfredo morales,st louis city sc
Ben Lundt,St. Louis City SC,Goalkeeper,160000.0,172833.0,ben lundt,st louis city sc
Brendan McSorley,St. Louis City SC,Center Forward,80622.0,80622.0,brendan mcsorley,st louis city sc
Caden Glover,St. Louis City SC,Center Forward,104000.0,109000.0,caden glover,st louis city sc
Cedric Teuchert,St. Louis City SC,Center Forward,1200000.0,1342500.0,cedric teuchert,st louis city sc
Celio Antonio Pompeu Pinheiro Martins,St. Louis City SC,Left Wing,218250.0,253144.0,celio antonio pompeu pinheiro martins,st louis city sc
Chris Durkin,St. Louis City SC,Defensive Midfield,475000.0,520000.0,chris durkin,st louis city sc
Christian Olivares,St. Louis City SC,Goalkeeper,80622.0,80622.0,christian olivares,st louis city sc
Conrad Wallem,St. Louis City SC,Right Midfield,448000.0,499875.0,conrad wallem,st louis city sc
Devin Padelford,St. Louis City SC,Left-back,114000.0,121000.0,devin padelford,st louis city sc
Eduard Lowen,St. Louis City SC,Central Midfield,1250000.0,1394250.0,eduard lowen,st louis city sc
Fallou Fall,St. Louis City SC,Center-back,364000.0,462419.0,fallou fall,st louis city sc
Henry Kessler,St. Louis City SC,Center-back,1300000.0,1333333.0,henry kessler,st louis city sc
Jake Girdwood-Reich,St. Louis City SC,Center-back,242250.0,281027.0,jake girdwood reich,st louis city sc
Jayden Reid,St. Louis City SC,Left-back,104000.0,104000.0,jayden reid,st louis city sc
Jaziel Orozco,St. Louis City SC,Right-back,80622.0,80622.0,jaziel orozco,st louis city sc
Joao Klauss de Mello,St. Louis City SC,Center Forward,1230000.0,1370284.0,joao klauss de mello,st louis city sc
Joseph Zalinsky,St. Louis City SC,Right-back,80622.0,82638.0,joseph zalinsky,st louis city sc
Joshua Yaro,St. Louis City SC,Center-back,185000.0,204500.0,joshua yaro,st louis city sc
Kyle Hiebert,St. Louis City SC,Center-back,240000.0,269000.0,kyle hiebert,st louis city sc
Marcel Hartel,St. Louis City SC,Central Midfield,1797600.0,2183113.0,marcel hartel,st louis city sc
Michael Wentzel,St. Louis City SC,Center-back,80622.0,80622.0,michael wentzel,st louis city sc
Miguel Perez,St. Louis City SC,Central Midfield,104000.0,104000.0,miguel perez,st louis city sc
MyKhi Joyner,St. Louis City SC,Left Midfield,80622.0,97902.0,mykhi joyner,st louis city sc
Rasmus Alm,St. Louis City SC,Right Wing,279500.0,343925.0,rasmus alm,st louis city sc
Roman Burki,St. Louis City SC,Goalkeeper,1575000.0,1707469.0,roman burki,st louis city sc
Selmir Pidro,St. Louis City SC,Left-back,325000.0,374375.0,selmir pidro,st louis city sc
Seth Antwi,St. Louis City SC,Defensive Midfield,104000.0,104000.0,seth antwi,st louis city sc
Simon Becher,St. Louis City SC,Center Forward,218000.0,239273.0,simon becher,st louis city sc
Timo Baumgartl,St. Louis City SC,Center-back,550000.0,643333.0,timo baumgartl,st louis city sc
Tomas Ostrak,St. Louis City SC,Attacking Midfield,700000.0,801000.0,tomas ostrak,st louis city sc
Tomas Totland,St. Louis City SC,Right-back,300000.0,341763.0,tomas totland,st louis city sc
Tyson Pearce,St. Louis City SC,Right-back,104000.0,104000.0,tyson pearce,st louis city sc
Adam Pearlman,Toronto FC,Center-back,104000.0,117300.0,adam pearlman,toronto fc
Adisa De Rosario,Toronto FC,Goalkeeper,80622.0,97235.0,adisa de rosario,toronto fc
Alonso Coello,Toronto FC,Central Midfield,200012.0,235012.0,alonso coello,toronto fc
Charlie Sharp,Toronto FC,Center Forward,80622.0,80622.0,charlie sharp,toronto fc
Deandre Kerr,Toronto FC,Center Forward,120000.0,125319.0,deandre kerr,toronto fc
Derrick Etienne Jr.,Toronto FC,Left Wing,745566.0,745566.0,derrick etienne jr,toronto fc
Djordje Mihailovic,Toronto FC,Attacking Midfield,2158335.0,2278335.0,djordje mihailovic,toronto fc
Henry Wingo,Toronto FC,Right-back,625000.0,696031.0,henry wingo,toronto fc
Hugo Mbongue,Toronto FC,Center Forward,135000.0,146427.0,hugo mbongue,toronto fc
Jonathan Osorio,Toronto FC,Central Midfield,1000000.0,1183333.0,jonathan osorio,toronto fc
Jose Cifuentes,Toronto FC,Central Midfield,1210000.0,1405000.0,jose cifuentes,toronto fc
Jules-Anthony Vilsaint,Toronto FC,Center Forward,125000.0,131875.0,jules anthony vilsaint,toronto fc
Kevin Long,Toronto FC,Center-back,430000.0,468521.0,kevin long,toronto fc
Kobe Franklin,Toronto FC,Right-back,125000.0,135802.0,kobe franklin,toronto fc
Kosi Thompson,Toronto FC,Right Midfield,120000.0,125260.0,kosi thompson,toronto fc
Lazar Stefanovic,Toronto FC,Center-back,80622.0,92528.0,lazar stefanovic,toronto fc
Luka Gavran,Toronto FC,Goalkeeper,104000.0,128475.0,luka gavran,toronto fc
Malik Henry,Toronto FC,Right Midfield,80622.0,80622.0,malik henry,toronto fc
Markus Cimermancic,Toronto FC,Central Midfield,80622.0,94478.0,markus cimermancic,toronto fc
Maxime Dominguez,Toronto FC,Central Midfield,235000.0,337577.0,maxime dominguez,toronto fc
Nathaniel Edwards,Toronto FC,Left Midfield,80622.0,86604.0,nathaniel edwards,toronto fc
Nicksoen Gomis,Toronto FC,Center-back,80622.0,80622.0,nicksoen gomis,toronto fc
Raoul Petretta,Toronto FC,Left-back,775000.0,854750.0,raoul petretta,toronto fc
Richie Laryea,Toronto FC,Right-back,830000.0,1169438.0,richie laryea,toronto fc
Sean Johnson,Toronto FC,Goalkeeper,621250.0,1063125.0,sean johnson,toronto fc
Sigurd Rosted,Toronto FC,Center-back,800000.0,805000.0,sigurd rosted,toronto fc
Theo Corbeanu,Toronto FC,Right Wing,365000.0,411625.0,theo corbeanu,toronto fc
Zane Monlouis,Toronto FC,Center-back,115000.0,127891.0,zane monlouis,toronto fc
Adrian Zendejas,Vancouver Whitecaps,Goalkeeper,104000.0,104000.0,adrian zendejas,vancouver whitecaps
Ali Ahmed,Vancouver Whitecaps,Left Midfield,150000.0,159375.0,ali ahmed,vancouver whitecaps
Andres Cubas,Vancouver Whitecaps,Defensive Midfield,1050000.0,1146375.0,andres cubas,vancouver whitecaps
Belal Halbouni,Vancouver Whitecaps,Center-back,165000.0,165000.0,belal halbouni,vancouver whitecaps
Brian White,Vancouver Whitecaps,Center Forward,1000000.0,1000000.0,brian white,vancouver whitecaps
Edier Ocampo,Vancouver Whitecaps,Right-back,375000.0,428299.0,edier ocampo,vancouver whitecaps
Emmanuel Sabbi,Vancouver Whitecaps,Right Wing,900000.0,987750.0,emmanuel sabbi,vancouver whitecaps
Giuseppe Bovalina,Vancouver Whitecaps,Right-back,104000.0,116980.0,giuseppe bovalina,vancouver whitecaps
Isaac Boehmer,Vancouver Whitecaps,Goalkeeper,104000.0,104000.0,isaac boehmer,vancouver whitecaps
J.C. Ngando,Vancouver Whitecaps,Defensive Midfield,104000.0,104000.0,j c ngando,vancouver whitecaps
Jayden Nelson,Vancouver Whitecaps,Left Wing,360000.0,414000.0,jayden nelson,vancouver whitecaps
Jeevan Badwal,Vancouver Whitecaps,Central Midfield,80622.0,80622.0,jeevan badwal,vancouver whitecaps
Joedrick Pupe,Vancouver Whitecaps,Center-back,420000.0,460600.0,joedrick pupe,vancouver whitecaps
Kenji Cabrera,Vancouver Whitecaps,Left Wing,350000.0,390053.0,kenji cabrera,vancouver whitecaps
Liam MacKenzie,Vancouver Whitecaps,Attacking Midfield,80622.0,96047.0,liam mackenzie,vancouver whitecaps
Mark O'Neill,Vancouver Whitecaps,Center-back,80622.0,80622.0,mark o neill,vancouver whitecaps
Mathias Laborda,Vancouver Whitecaps,Center-back,900000.0,1043625.0,mathias laborda,vancouver whitecaps
Max Anchor,Vancouver Whitecaps,Goalkeeper,104000.0,111442.0,max anchor,vancouver whitecaps
Nelson Pierre,Vancouver Whitecaps,Center Forward,104000.0,118116.0,nelson pierre,vancouver whitecaps
Nicolas Fleuriau Chateau,Vancouver Whitecaps,Center Forward,80622.0,80622.0,nicolas fleuriau chateau,vancouver whitecaps
Ralph Priso,Vancouver Whitecaps,Defensive Midfield,104000.0,118167.0,ralph priso,vancouver whitecaps
Ranko Veselinovic,Vancouver Whitecaps,Center-back,670000.0,737125.0,ranko veselinovic,vancouver whitecaps
Rayan Elloumi,Vancouver Whitecaps,Center Forward,80622.0,96268.0,rayan elloumi,vancouver whitecaps
Ryan Gauld,Vancouver Whitecaps,Attacking Midfield,3500000.0,3675000.0,ryan gauld,vancouver whitecaps
Sam Adekugbe,Vancouver Whitecaps,Left-back,875000.0,963000.0,sam adekugbe,vancouver whitecaps
